Week,Day,,How to think,Best practices,Patterns,Anti pattern,Limitaciones
,En Syllabus,"> Teoría 
  + Fundamentos de Javascript y Typescript: 
    - ¿Qué es JavaScript?
    - ¿Qué es TypeScript?
      -- Relación entre JS y TS (JS vs TS)
      -- ¿Cómo funciona TS? 
    - ¿Cómo se escribe código en TS?
      -- ¿Qué es la sintaxis?
      -- Reglas principales de TS
    - ¿Para qué sirve el console.log()?
    - Variables (const, let, var)

  + Tipos de datos y operadores básicos de TS: 
    - Tipos de Datos primitivos (number, boolean, string, symbol, null, undefined) 
    - Operadores en JavaScript (aritméticos, asignación, comparación, lógicos) : versión simple de cada uno. 
  
  + Control de flujos en JavaScript y Typescript
    - Flujos simples: Condicionales (if, else if, else, switch)
    - Flujos repetitivos: Bucles 
      -- for
      -- while
      -- for..in, for..of y do-while como referencias adicionales
      -- interruptores de flujo: break (para cortar la ejecución) y continue (para saltar esta iteración)
      -- Bucles anidados","- Convertir soluciones de pseudocódigo a la sintaxis del lenguaje.
 
- Aprender a investigar siempre que sea necesario. (memorizar no es una habilidad a desarrollar, se dará con la práctica) 

- Identificar cuándo se hace uso de una palabra reservada. 

- Aprender a identificar tipos de datos por su valor (su composicion). 

- Comprender las diferencias de los tipos de datos

- Identificar los casos de uso de cada tipo de dato

- Escribir una instrucción por línea. Usar punto y coma ; (aunque sea opcional, para enseñar disciplina).
","

Escribe el codigo, no lo copies

Identacion 

","- lowerCamelCase

- Logs Etiquetados: console.log(""El valor de x es:"", x)

- Const-First: Usar const por defecto, y let solo si el valor va a cambiar.

- Nombres Semánticos

- Igualdad Estricta
","- Buscar la sintaxis perfecta. 

- Usar código mágico (copiar y pegar, no tener concimiento de lo que hace código)

- Inconsistencia en la sintaxis (no mantener decisiones anteriores en estructura, patrones, etc)

- Crear bucles infinitos

- Condiciones kilométricas 

- Arrow Code / Hadouken: if dentro de if dentro de if... formando una flecha a la derecha. ",- No IA
,En Syllabus,"> Prácticas:
  - Learnpack con varios códigos generados por IA para revisar y corregir o aprobar.
  - Learnpack (aparte del Beginner TS) orientado a condicionales y flujos llegando a una mayor dificultad que el Beginner JS (aquí podrían estar Beatles, Bottles of milk...)",,,,,- No IA
4,10,Skill: Implementar funciones para identificar bloques de código reutilizables en Typescript,,,,,
,En Syllabus,"> Teoría 
  
  + Funciones en Javascript y Typescript
    - ¿Qué es un bloque de código?
    - Dar nombre a un bloque de código (creando una función)
    - Párametros (cómo pasar valores a una función)   
    - ¿Cómo devuelve valores una función? (funcionamiento del return y especificación del tipo de dato devuelto) 
    - Métodos vs funciones vs procedimientos (funciones que devuelven valor y funciones que no)
    - Métodos y funciones para trabajar con datos primitivos (string, number, etc)  ","- Desarrollar un flujo si hay un objetivo solo, que son: 
 -- Mutar un valor de un proceso global
 -- obtener un valor y retornarlo
 
- Reconocer los valores que necesita mi función para lograr su objetivo

- Reconocer el tipo de función que requiero

- Mantener el principio de responsabilidad única ","- Escribir funciones en sus diferentes versiones
- Leer un código existente y reescribirlo en funciones
Console.log tu mejor amigo
Usar variables en vez ""código cableado"" 
Leer errores","- DRY
- Return Early (Cláusulas de Guarda)
- Funciones Puras (Concepto): La función debe trabajar solo con lo que recibe en sus parámetros ((a, b)).
- Single Responsibility (SOLID): Una función hace UNA sola cosa y la hace bien (calcularIva()).","-God Function: Una función que calcula, imprime, guarda y valida.

- Dependencia Global: Usar variables que están fuera de la función sin pasarlas como argumentos.",- No IA
,En Syllabus,"> Sólo práctica:
  - Learnpack con varios códigos con funciones (con y sin parámetros, con y sin devolución de resultado) y sus llamadas generados por IA para revisar y corregir o aprobar.
  - Mastering JS (adecuarlo explicando que es un learnpack que usará a lo largo de todo el contenido de JS y que conforme avancen las clases irá aprendiendo a solucionar más problemas)",,,,,- No IA
4,11,"Skill: Manipular colecciones en Typescript transformándolas, recorriéndolas y buscando información de forma óptima",,,,,
,En Syllabus,"
> Teoría:
  + Arreglos/Colecciones de elementos (arrays)
    - ¿Qué es un array?
    - ¿Cómo definir un array? (Sintaxis)
    - ¿Cómo acceder a posiciones en un array? ¿Cómo agregarlas o eliminarlas?
    - ¿Cómo recorrer un array? (for o while)
    - Principales métodos para recorrer arrays
    - ¿Qué es una matriz? (Arrays de arrays)
    - ¿Cómo acceder a las posiciones de una matriz? ¿Cómo agregar o eliminar posiciones?
    - ¿Cómo recorrer una matriz?
    
  + Ordenamiento y búsqueda en arrays
    - Ordenamiento de arrays con .sort() (con Botón Ask to Rigobot ""What are the Sorting Algorithms"")
    - Búsqueda lineal o secuencial en un array (Arrays desordenados - Métodos .find() e .includes())
    - Búsqueda eficiente en un array ordenado (Algoritmo de búsqueda binaria)
    - Búsqueda en matrices
 ","- Definir y gestionar un array
- Definir y gestionar matrices
- Diferenciar arrays y matrices
- Entender cuando un elemento es iterable
- Buscar elementos en un array
- Buscar elementos en una matriz
- Ordenar arrays","-  Aprender a gestionar arrays con bucles y con métodos del lenguaje.

- No memorizar.  Investiga cada que necesites usar un método","- Reasignación Explícita: texto = texto.toUpperCase() o guardar en nueva variable: const grito = texto.toUpperCase().

- Homogeneidad en arrays/colección

- Usar sintaxis literal > [ ]

- Iterar copia o Inversa","- Chaining Infinito: Encadenar 5 métodos sin saber qué devuelve cada uno: str.split().reverse().join()....

- El Cajón de Sastre: listas con varios tipos de datos.

- new Array() 

- Mutación durante iteración 

-Hardcoding del límite (en bucles for para arrays)

- Acceso:        Usar array[100] sin verificar el tamaño. Devuelve undefined y rompe operaciones posteriores.",- No IA
,En Syllabus,"> Práctica:
  - Mastering JS (ejercicios con Arrays)



",,,,,- No IA
4,12,Skill: Creating algorithms to solve real problems,,,,,
,En Syllabus,"- ¿Cómo abordar problemas de la vida real? 
- Comprender el problema. Análisis de problemas
- Divide y vencerás: romper un problema en trozos más pequeños
- Proponer una solución antes de programarla (diseñar algoritmos o diagramas antes que código)
- Implementar la solución: Generar el código
- Comprobar la solución: Ejecutar los casos incluidos, los casos excluidos y los casos límites
- Mejorar la solución: mejorar, optimizar, limpiar.","- ¿Cómo analizar un problema?
- Reconocer los aspectos principales de un problema
- Identificar casos de estudio (casos dentro del rango de opciones, casos fuera del rango de opciones, casos borde/límite)
- ""Divide y vencerás"": ¿Cómo convertir un problema grande en problemas más pequeños?
- ¿Cómo traducir la solución de un problema real a un conjunto de pasos? (Cómo plantear el algoritmo)
- Traducir un conjunto de pasos (algoritmo) a código.",,"- Divide y vencerás
- Comprender el problema: Identificar el objetivo final. ¿Cuáles son los datos de entrada (inputs) y cuáles deben ser los resultados esperados (outputs)? Preguntar por casos límite o restricciones.
- Planificar la lógica: no escribir código de inmediato. Diseñar un algoritmo utilizando pseudocódigo o diagramas de flujo. Dividir un problema complejo en subtareas más pequeñas.
- Ejecutar (Codificar): Traducir el plan a un lenguaje de programación. Escribir código limpio, modular y legible.
- Revisar y Reforzar: Probar el código con casos de prueba habituales y extremos. Analizar la complejidad temporal y espacial usando la Notación Big O para optimizar el rendimiento.

","- Programación impulsiva: Escribir código a medida que se lee el problema
- Abordar el problema como un todo inseparable
",
,En Syllabus,"> Proyecto 1: Gestor de butacas de cine
  - Crear una matriz de butacas con ocupadas (1) y libres (0)
  - Visualizar la sala imprimiendo la matriz con L (libre) y X (ocupado)
  - Poder reservar un asiento (marcarlo con 1)
  - Contar cuántas butacas están llenas y cuántas están vacías
  + Actividad extra: 
    - Buscar asientos contiguos para parejas (dos personas)
    - Darle a la IA el código desarrollado y pedirle que genere una interfaz para usarlo en modo web

> Proyecto 2: Almacén inteligente:
  - Crear un listado de ids de paquetes que siempre esté ordenado
  - Agregar nuevos paquetes (y reordenar)
  - Verificar si un paquetes está en el listado por búsqueda binaria
  + Actividad extra: 
    - Filtrar y eliminar paquetes ""viejos"" menores a un id de paquete",,,,,
5,13,Skill: Modelar objetos mediante datos estructurados usando diagramas de clase,,,,,
,En Syllabus,"> Teoría:
  + Objetos: 
    - Concepto de modelos vs objetos
    - Propiedad vs Valor
    - Métodos (propiedades que son funciones)
    - Combinación de tipos de Datos: 
      -- Ej: array de objetos, objetos anidados

  + Modelado de objetos mediante diagramas de clases","- Aplicar el concepto de abstración para representar objetos del mundo real en modelos
- Entender la diferencia entre un modelo y un objeto
- Entender la diferencia entre una propiedad y un valor
- Diferenciar entre una propiedad y método
- Identificar relaciones entre objetos
",- El modelo debe partir desde lo más general,"- Mantener los modelos lo más general posible 

- Schema Uniforme: Mantener la estructura de los objetos","- Objetos ""Copo de Nieve"": Crear objetos que deberían representar lo mismo (ej: usuarios) pero con estructuras diferentes.

{ nom: ""Ana"" } vs { nombre: ""Juan"" }.

- Relaciones circulares entre modelos/clases
",- No IA
,En Syllabus,"- Modelar ""Una billeta digital"" como Wise
- Modelar ""Un reproductor de Playlist de Música""

",,,,,
5,14,Skill: Trabajar con datos estructurados de tipo objeto en TypeScript,,,,,
,En Syllabus,"> Teoría:

  + Representación de objetos en TS: 
    - Interfaces vs Objetos literales 
      - Sintaxis 
      - Atributo vs Valor 
      - Acceso a propiedades
        - Notación punto (nombre.atributo) vs Notación corchete (nombre['atributo'])
        - Operador ""opcional"": nombre?.atributo
      - Métodos
    - Manipulación de objetos 
    - Combinación de tipos de Datos: 
      -- Ej: array de objetos, objetos anidados
  + Mutaciones (ej real: un libro -inmutable- vs un cuaderno -mutable- ) 
   - Paso por referencia vs paso por valor
   - Tipos de datos que admiten pasos por referencias o por valor","- Representar el mundo real en objetos literales / clases
- Diferenciar un objeto de clase a un objeto literal 
- Identificar cuándo existe un ""paso por referencia"" y cuándo es un ""paso por valor""
- Construir y manipular objetos","- Si varias variables tienen relación entre sí (parecen atributos de algo más), estudiar la posibilidad de un objeto","CamelCase: { nombreUsuario: ""Juan"" }. Facilita el uso del punto (.nombreUsuario).

Bracket Notation: Entender que si la key viene en una variable, es obligatorio usar corchetes: objeto[variable]

Tipado correcto: { activo: true, edad: 25 }. Facilita operaciones matemáticas y lógicas después.

Optional Chaining: Enseñar el operador ?.: usuario.direccion?.cp. (Si direccion falta, devuelve undefined en vez de romper todo).","Atributos con espacios: { ""nombre del usuario"": ""Juan"" }. Obliga a usar sintaxis compleja ['...'] siempre.

La confusión del punto: Intentar usar una variable como key con notación de punto: objeto.variable (busca literalmente la key ""variable"").

Valores como texto: Guardar números o booleanos como strings innecesariamente: { activo: ""true"", edad: ""25"" }.

Hardcoding repetitivo: Escribir manualmente 20 objetos literales.

Asumir que un dato anidado existe","- No IA
- No se abordan la herencia ni el polimorfismo"
HITO 02,En Syllabus,"> Práctica: 
  - Mastering TS (ejercicios de objetos)

🧠 Hito 2 — Fundamentos de Programación
 Algoritmos, control de estados y flujos, dominio de Typescript (Javascript con tipado de datos). Implementar pequeñas funcionalidades para la empresa.",,,,,
,,### ADVANCED PERSONAL ASSISTANTS WITH OPENCLAW ###,,,,,
5,15,Skill: Identificar escenarios en los que un agente puede resolver problemas de la empresa e implementar su solución,,,,,
,En Syllabus,"> Teoría: 

+ Conceptos avanzados de Openclaw
  - ¿Qué es un workspace? 
    -- ¿Por qué crear más de un workspace? (Dar ejemplos reales en los que un segundo workspace es necesario)
  - Estructura de .openclaw (openclaw.json, /devices para asociar devices que acceden al agente, /workspace, /workspace/HEARTBEAT.md es un prompt pero no exactitud)
    -- Channels y privacidad
  - Para qué sirve cada uno de los 5 .md de la configuración de Openclaw
  - Openclaw comandos más avanzados: 
    -- doctor
 
+ Enseñar a Openclaw a hacer cosas (skills)
Importantisima lectura: https://claude.com/blog/building-agents-with-skills-equipping-agents-for-specialized-work
  - ¿Qué es una Skill en Openclaw?
  - ¿Cómo implementar skills propias en Openclaw?
","- Dada una situación real:
  -- ¿Qué datos necesita el agente para funcionar de manera independiente? (imaginar que somos el agente y queremos resolverlo)
  -- ¿Qué acciones puede tomar el agente para resolverla? (Tools, API, CLI, MCP)
  -- ¿Quién revisa que el agente terminó? ¿Cuál es el 'eval'? ¿Cuál será el resultado esperado (formato, tipo de documento, etc...)?
  -- ¿Qué skills/habilidades se requieren para apoyar los puntos anteriores?
- Openclaw no sirve si no entiendes la arquitectura completa.
",,- MCP,,
